category,attitude,title,description
Personal Life,neutral,Katy Perry Breaks Her Silence On Justin Trudeau Romance Following His Ex-Wife’s Cryptic Message,Sources said Justin Trudeau didn’t stop “pursuing” Katy Perry even though she wasn’t looking to date at the time. She was “navigating too many things....
Personal Life,neutral,Katy Perry and Justin Trudeau Spark Dating Rumors With Montreal Dinner—Here’s What Really Happened,The chef who served Katy Perry and Justin Trudeau detailed how they were as guests—and whether they showed any PDA amid dating rumors.
Canadian Politics,negative,What the future might hold for PM Justin Trudeau and the Liberals,"The Liberal government was thrown into disarray this week when Chrystia Freeland stepped down from cabinet as finance minister, reviving calls for Prime Ministe..."
Resignation,neutral,One Regret': Justin Trudeau Talks About His Political Journey During His Resignation Speech - VIDEO,Justin Trudeau on Monday resigned as the Prime Minister of Canada and also as leader of the Liberal Party after serving for almost nine years. During a press co...
Resignation,positive,Watch: Trudeau gets emotional at one of his final press conferences,The Canadian prime minister welled up during one of his final press conferences as leader of the country.
Resignation,neutral,Trudeau says abandoning electoral reform is his biggest regret. Here's how it happened,"After announcing he would be resigning as prime minister, Justin Trudeau said one of his biggest regrets was not bringing in a ranked ballot system for federal ..."
Personal Life,negative,Justin Trudeau,"Justin Trudeau and Katy Perry have cooled off after their dinner date due to Justin not being ""thrilled"" about the fallout."
Resignation,positive,So proud': Trudeau posts farewell video to Canadians on his last day in office,"Trudeau said his only wish is that, no matter what the world throws at Canadians, they will ""always be the same."""
Resignation,negative,Yukon MP joins chorus of Liberals calling on Trudeau to resign,Yukon MP Brendan Hanley is joining more than a dozen of his Liberal caucus colleagues who say Prime Minister Justin Trudeau should step down.
US Relations,positive,"""Neighbour Helping Neighbor"": Trudeau Sends Aid To Fight Los Angeles Fire",Canadian Prime Minister Justin Trudeau has sent firefighting resources to California as the state grapples with devastating wildfires. This comes despite the on...
Personal Life,neutral,"Katy Perry & Justin Trudeau Pose in a Toy Store, but It’s Fake","Katy Perry and Justin Trudeau pose in a toy store together, but there's a catch as the latter was photoshopped into the photo."
Personal Life,neutral,Katy Perry Believes She Met Justin Trudeau in Past Life — Source,"Katy Perry’s new romance with Justin Trudeau has been making headlines, and Perry believes there's a spiritual connection between them."
US Relations,neutral,"BREAKING: Trudeau meeting with Trump, cabinet nominees at Mar-a-Lago",Trump has threatened to impose a 25-per-cent tariff on goods entering from Canada and Mexico unless his concerns about border security are fixed.
Personal Life,neutral,Katy Perry and Justin Trudeau finally confirm their relationship as they hold hands in Paris,Katy Perry and Justin Trudeau finally confirmed their relationship as they held hands on a date night in Paris.
Canadian Politics,neutral,Justin Trudeau won’t run for re-election as MP in next federal election,"Justin Trudeau has held the seat of Papineau since 2008 and was named leader of the Liberal Party in 2013, before becoming prime minister in 2015."
Resignation,neutral,BREAKING: Canadian PM Justin Trudeau Resigns Ahead Of General Elections As Discontent Grows,Justin Trudeau will serve as interim PM until a new leader of the Liberal Party is chosen.
Canadian Politics,negative,Canada: Justin Trudeau Is In A Mess Of His Own Making,"In a faux pas and an ill-timed decision, Canadian Prime Minister Justin Trudeaus move to shuffle Chrystia Freeland out of her Finance Minister role has resulted..."
US Relations,positive,Trudeau says Trump talk of annexing Canada is a distraction tactic,Canadian Prime Minister Justin Trudeau responds to U.S. President-elect Donald Trump's annexation talk as a distraction from tariffs.
Personal Life,positive,"PM 'low-key,' 'respectful': B.C. ski resort addresses 'misinformation' over Trudeau vacation","The B.C. ski resort where Prime Minister Justin Trudeau holidayed with his family after Christmas says it was ""disappointing"" to see what it describes as misinf..."
US Relations,positive,"Canada-U.S. summit to tackle interprovincial trade, exports: Trudeau - National","The Prime Minister's Office says the event will assemble Canadian trade and business leaders, along with organized labour, to discuss strategies to grow the eco..."
Personal Life,neutral,Katy Perry shares first post since PDA with Justin Trudeau goes viral,"Katy Perry shares her first post on social media since viral photos with Justin Trudeau, sparking rumors of a new romance. Read more about Katy's latest update ..."
Canadian Politics,negative,Chrystia Freeland quits cabinet and slags Trudeau for 'costly political gimmicks',"In a resignation letter posted to social media, she said Prime Minister Justin Trudeau offered her another role in cabinet on Friday, but that the only ""honest ..."
US Relations,neutral,"Tariffs: Trudeau must ‘reassure’ Donald Trump with a plan, says Legault",
Resignation,neutral,Justin Trudeau says he will not run for re-election in his Montreal riding,"Trudeau, who has said he will step down as Liberal leader when a new leader is chosen, was first elected in his Montreal riding in 2008"
US Relations,negative,Trump renews his offer of making Canada 51st state of U.S. after Trudeau resigns,"U.S. President-elect Donald Trump renews offer to make Canada the 51st state, sparking controversy and uncertainty in Canada."
Canadian Politics,negative,Can Trudeau survive Freeland's resignation?,"A scathing resignation letter has triggered an unprecedented leadership crisis for Prime Minister Justin Trudeau. What triggered it, and can he hang on as leade..."
Resignation,neutral,Justin Trudeau resigns. What’s next?,Prime Minister Justin Trudeau has announced he will resign and has prorogued Parliament until March 24. He will stay on as leader and Prime Minister until the L...
International Politics,positive,President Sheinbaum: Prime Minister Trudeau supports keeping USMCA intact,President Sheinbaum said Wednesday that Justin Trudeau assured her at the G20 summit that he doesn't agree with calls to end the USMCA.
US Relations,neutral,U.S. President Donald Trump is dead serious about a takeover of Canada: Trudeau,"The prime minister said the Trump administration knows what critical minerals Canada has and ""that may be even why they keep talking about absorbing us and maki..."
Canadian Politics,positive,Trudeau jokes that Liberal party is like a family that ‘fights around the holidays’,"With his political world seemingly crumbling around him, Justin Trudeau proved that one thing is still intact — his sense of humour. In the midst of high-prof..."
Canadian Politics,negative,"Poilievre blasts ‘despicable’ RCMP leadership, accuses Mounties of covering up for Trudeau","Conservative Leader Pierre Poilievre took aim at the RCMP’s independence in a recent interview, calling the national police force’s ""despicable"" leadership ..."
Personal Life,positive,Justin Trudeau dating Katy Perry: Why we love Mills & Boons yacht romances,"Rest of World News: Explore the surreal love story of Justin Trudeau and Katy Perry on a yacht, capturing the fusion of politics and pop culture. Discover the i..."
Resignation,negative,LeBlanc says he ‘respects the views’ of NB MPs calling for Trudeau resignation,Finance Minister Dominic LeBlanc says Prime Minister Justin Trudeau listened carefully when some Liberal MPs directly expressed to him that he should resign and...
US Relations,positive,Trump Reveals He Had 'Productive Meeting' with Trudeau at Mar-a-Lago,"President-elect Donald Trump revealed that he had a ""very productive meeting"" with Canadian Prime Minister Justin Trudeau at Mar-a-Lago."
US Relations,positive,"Trump pauses tariffs on Canada for at least 30 days, Trudeau says",Trump agreed to delay tariffs on Canada and Mexico after their leaders agreed to measures to stop the flow of the opioid fentanyl into the United States.
International Politics,positive,Trudeau staunchly defends Zelenskyy as London summit on European security wraps up,Prime Minister Justin Trudeau clearly signalled his view today that Russian President Vladimir Putin cannot be trusted to keep his word on any agreement to end ...
US Relations,neutral,Canada is not a given' says Trudeau in farewell speech touching on Trump threats,"Prime Minister Justin Trudeau said that freedom, democracy and Canada ""are not a given"" in his farewell speech to Liberals just before former Bank of Canada gov..."
Resignation,negative,Trudeau government made dozens of appointments after announcing he'd resign,Prime Minister Justin Trudeau's government has stacked agencies and Crown corporations with dozens of
International Politics,negative,DC Edit | Trudeau quits under a cloud; but crisis with India not over,"Justin Trudeau faces political downfall as economic woes, immigration backlash, and India tensions erode his support"
Canadian Politics,negative,"Freeland's letter didn't mention gender, but Trudeau faces 'phony feminism' attacks anyway",Prime Minister Justin Trudeau's working relationships with women have been part of the conversation around his politics for more than a decade. After Chrystia F...
US Relations,positive,‘Nothing is off the table’: Trudeau on US tariff threats,Rest of World News: Canada will consider every kind of countermeasure if US President-elect Trump goes ahead with a threat to impose a 25% tariff on Canadian im...
US Relations,positive,Trudeau blasts Trump's 'very dumb' trade war,"Retaliatory measures have been announced by America's largest trading partners following Trump's tariffs on Canada, Mexico and China"
Canadian Politics,negative,Trudeau finally addresses Freeland's shocking resignation. Here's what Canada's PM said,Tuesday’s speech was the first time Trudeau has said anything publicly about Chrystia Freeland's shocking resignation.
